hash,author,date,title,file
4286b38,Dougal Graham,2013-07-11 14:30:41,doctest and docstring updates,nltk/corpus/reader/wordnet.py
609fe05,Dougal Graham,2013-07-11 10:00:55,Lowest Common Hypernyms Change & Tests,nltk/corpus/reader/wordnet.py
609fe05,Dougal Graham,2013-07-11 10:00:55,Lowest Common Hypernyms Change & Tests,nltk/test/unit/test_wordnet.py
ee7b11f,Mikhail Korobov,2013-07-10 20:21:57,rename compat._im_class to compat.get_im_class because it is not private,nltk/compat.py
ee7b11f,Mikhail Korobov,2013-07-10 20:21:57,rename compat._im_class to compat.get_im_class because it is not private,nltk/internals.py
73afdeb,Mikhail Korobov,2013-07-10 20:10:50,PY3: fix nltk.classify.tadm,nltk/classify/tadm.py
1254972,Mikhail Korobov,2013-07-10 06:27:37,Merge pull request #430 from jskda/master
37998a2,Steven Xu,2013-07-10 22:49:16,"fixed xml encoding detection bug, can be reproduced by the following code: ""from nltk import book""",nltk/corpus/reader/xmldocs.py
fd4111c,Steven Bird,2013-07-09 23:16:00,Merge pull request #429 from jskda/master
e600f34,Steven Xu,2013-07-10 16:02:20,use _im_class instead of im_class to avoid conflict with nose.suite.ContextSuiteFactory.ancestory seeing the compat module as a class,nltk/compat.py
e600f34,Steven Xu,2013-07-10 16:02:20,use _im_class instead of im_class to avoid conflict with nose.suite.ContextSuiteFactory.ancestory seeing the compat module as a class,nltk/internals.py
c3644ab,dougalg,2013-07-09 05:40:11,Merge pull request #1 from nltk/master
bdbb477,Steven Xu,2013-07-09 14:43:40,fixed chunk/regexp.py chunk parser usage examples,nltk/chunk/regexp.py
6094308,Dan Garrette,2013-07-07 22:56:48,fixed spurious errors in logic.doctest and drt.doctest
be41730,Dan Garrette,2013-07-07 22:42:26,fixed spurious errors in semantics.doctest and drt.doctest
2ac3d42,Steven Bird,2013-07-08 13:36:08,updates for new release 3.0a2
610c582,pfeyz,2013-07-01 18:14:06,Explicitly mention setuptools 0.6 in install.rst
4a79cba,Steven Bird,2013-06-30 23:27:38,Merge pull request #418 from angeloskath/master
9c71f18,Steven Bird,2013-07-01 13:27:21,updated doctest (new order of items)
3c48ad0,Steven Bird,2013-06-24 16:28:54,Merge pull request #414 from rmalouf/colloc2
c78d9fa,Steven Bird,2013-06-24 16:26:53,Merge pull request #421 from michelleful/master
573d939,Steven Bird,2013-06-24 15:35:48,Merge pull request #415 from dougalg/master
f241519,Steven Bird,2013-06-24 15:27:14,Merge pull request #423 from kmike/remove_lcs_by_depth
92a0be7,Mikhail Korobov,2013-06-24 23:42:12,nltk.corpus.reader.wordnet._lcs_by_depth is removed. See #422.,nltk/corpus/reader/wordnet.py
39dfd4c,Mikhail Korobov,2013-06-22 21:03:10,Merge pull request #417 from wroberts/xmlcorpusview_detect_encoding
0b9bec3,Michelle Fullwood,2013-06-22 16:16:12,"In lch_similarity, added checking of depth to avoid ZeroDivisionError",nltk/corpus/reader/wordnet.py
55348e0,Dougal Graham,2013-06-20 21:08:36,Updated the docstring,nltk/corpus/reader/wordnet.py
912b157,Alex Rudnick,2013-06-20 06:50:59,Merge pull request #420 from Siddhant/patch-1
8b8c749,Dougal Graham,2013-06-20 20:44:58,Consolidate changes into single function,nltk/corpus/reader/wordnet.py
07dbf3b,Siddhant Saraf,2013-06-20 15:50:18,[nltk/tokenize/punkt.py] typo: taret -> target,nltk/tokenize/punkt.py
50ede77,Angelos Katharopoulos,2013-06-18 09:33:21,Renaming _average_link to _merge_similarities,nltk/cluster/gaac.py
497889c,Angelos Katharopoulos,2013-06-18 08:54:00,Readability changes and comment additions to GAAClusterer,nltk/cluster/gaac.py
fd59221,Angelos Katharopoulos,2013-06-17 01:29:27,Updates to GAAClusterer so that the new cluster_vectorspace function conforms to PEP 8.,nltk/cluster/gaac.py
c3c75f6,Angelos Katharopoulos,2013-06-17 00:50:53,Speed improvement on GAAClusterer,nltk/cluster/gaac.py
476540c,Will Roberts,2013-06-14 01:07:53,Fix detect_encoding regex in corpus.reader.xmldocs.XMLCorpusView,nltk/corpus/reader/xmldocs.py
4307a04,Rob Malouf,2013-06-09 13:26:54,Fix comment,nltk/metrics/association.py
a39ed03,Rob Malouf,2013-06-07 14:27:13,Address some of jnothman's comments,nltk/collocations.py
a39ed03,Rob Malouf,2013-06-07 14:27:13,Address some of jnothman's comments,nltk/metrics/association.py
a39ed03,Rob Malouf,2013-06-07 14:27:13,Address some of jnothman's comments,nltk/test/unit/test_collocations.py
86ede86,Dougal Graham,2013-06-05 19:42:51,Possible fix for the lowest_common_hypernyms,nltk/corpus/reader/wordnet.py
79473c5,Mikhail Korobov,2013-06-03 20:06:16,Python 3.x fixes for nltk.probability,nltk/probability.py
02452cf,Mikhail Korobov,2013-06-03 20:05:18,Testing: don't install svmlight in Python 3.3 environment
c32f833,Mikhail Korobov,2013-06-01 16:36:32,Some issues with childes corpus reader are fixed. Thanks @pfeyz. See #411.,nltk/corpus/reader/childes.py
ff75c04,Rob Malouf,2013-05-31 14:19:25,oops,nltk/collocations.py
b6cd9ff,Rob Malouf,2013-05-31 14:15:36,do multi-word windows in the style of Church and Hanks (1990),nltk/collocations.py
b6cd9ff,Rob Malouf,2013-05-31 14:15:36,do multi-word windows in the style of Church and Hanks (1990),nltk/test/unit/test_collocations.py
31d8eb3,Rob Malouf,2013-05-09 14:03:00,Add Fisher's exact test,nltk/metrics/association.py
2874153,Rob Malouf,2013-05-09 13:38:35,Fix comment typo,nltk/collocations.py
2874153,Rob Malouf,2013-05-09 13:38:35,Fix comment typo,nltk/metrics/association.py
2e1c8b3,Will Roberts,2013-05-28 04:02:39,tgrep.py: refactor _tgrep_node_literal_value and add unicode() cast,nltk/tgrep.py
3b0e8ee,Mikhail Korobov,2013-05-27 06:55:34,Merge pull request #409 from dougalg/master
88f53e5,Dougal Graham,2013-05-27 09:10:44,Restored backwards compatibility to find_file,nltk/internals.py
9b221bb,Dougal Graham,2013-05-26 22:41:25,"Removed incorrect comment, corrected verbose print statement, and removed unnecessary line",nltk/internals.py
65f33ac,Dougal Graham,2013-05-26 22:15:58,Restoring backwards-compatibility,nltk/internals.py
041016d,Steven Bird,2013-05-26 06:00:48,Merge pull request #412 from kmike/no-conditional-imports
c2d7d1d,Mikhail Korobov,2013-05-26 04:19:30,Remove conditional imports in nltk.tag and nltk.tokenize. See #368.,nltk/tag/__init__.py
c2d7d1d,Mikhail Korobov,2013-05-26 04:19:30,Remove conditional imports in nltk.tag and nltk.tokenize. See #368.,nltk/tokenize/__init__.py
826eb72,Mikhail Korobov,2013-05-26 04:06:22,Remove conditional imports from nltk.classify.__init__. This fixes #368.,nltk/classify/__init__.py
600f936,Mikhail Korobov,2013-05-26 03:53:28,"more precise docstrings for FreqDist.keys, FreqDist.values and FreqDist.samples. Fixes #390.",nltk/probability.py
29fc018,Mikhail Korobov,2013-05-26 03:46:04,Fix collocations.doctest. See #399
0eb11d3,dougalg,2013-05-24 11:43:29,Updated internals.py to make find_file consistant,nltk/internals.py
eec60b5,Dougal Graham,2013-05-23 10:10:32,Fixed path parsing bug,nltk/internals.py
6d59ac9,Dougal Graham,2013-05-23 08:18:40,Add java.exe as alternate java binary name,nltk/internals.py
b361ce0,Mikhail Korobov,2013-05-16 16:05:09,Merge branch 'master' of github.com:isnowfy/nltk
31ef8cb,Mikhail Korobov,2013-05-16 15:56:42,fix nltk.tag.tnt demos,nltk/tag/tnt.py
4f11a46,isnowfy,2013-05-15 23:11:22,tnt tagger change to logprob var and improve docstrings,nltk/tag/tnt.py
470c350,Steven Bird,2013-05-12 23:57:52,Merge pull request #404 from rmalouf/tkinter_threads
a8f43e7,isnowfy,2013-05-12 21:14:40,probability multiplication change to log addition,nltk/tag/tnt.py
0d195f3,Rob Malouf,2013-05-10 07:27:22,Move queue into view,nltk/app/collocations_app.py
0d195f3,Rob Malouf,2013-05-10 07:27:22,Move queue into view,nltk/app/concordance_app.py
ed08ab3,Rob Malouf,2013-05-10 07:10:35,Make tkinter app thread safe.,nltk/app/collocations_app.py
ed08ab3,Rob Malouf,2013-05-10 07:10:35,Make tkinter app thread safe.,nltk/app/concordance_app.py
fff3853,Rob Malouf,2013-05-09 22:35:42,Make tkinter app thread safe.,nltk/app/collocations_app.py
470c8fa,Alex Rudnick,2013-05-06 19:13:35,Merge pull request #402 from alexrudnick/fix_megam_file_leak
60f6aa9,Alex Rudnick,2013-05-06 21:57:45,Make sure we close the file descriptor when writing to the megam training file.,nltk/classify/maxent.py
69056f0,Steven Bird,2013-05-05 08:47:06,Merge pull request #399 from alexrudnick/brown_simplify_handle_dashdash
bb1dfd3,Alex Rudnick,2013-05-04 19:45:07,Merge pull request #400 from rmalouf/tnt
ef0cea2,Rob Malouf,2013-05-04 14:40:49,Correct tnt.train() initialization (fix #398),nltk/tag/tnt.py
7d7034d,Alex Rudnick,2013-05-03 17:29:44,make nltk.tag.simplify_brown_tag not map -- to the empty string,nltk/tag/simplify.py
d25db00,Mikhail Korobov,2013-04-24 11:14:59,Merge pull request #394 from alexrudnick/pickle_ConditionalProbDist
75d1544,Alex Rudnick,2013-04-24 11:19:59,add a test to show that ConditionalProbDist can be pickled
6ed9fe8,Alex Rudnick,2013-04-24 02:52:34,make ConditionalProbDistI be a subclass of dict rather than defaultdict,nltk/probability.py
5718b69,Alex Rudnick,2013-04-22 17:04:15,cleanup,nltk/probability.py
77af241,Alex Rudnick,2013-04-22 16:56:08,"add a __missing__ method so we don't have to hang on to a lambda, making ConditionalProbDist pickle-able",nltk/probability.py
e14a2b1,Mikhail Korobov,2013-04-18 14:52:30,Merge pull request #392 from alexrudnick/cfd_remember_how_many
b837ab5,Alex Rudnick,2013-04-18 17:47:21,suggestion from kmike to use a generator expression to avoid building the list in memory,nltk/probability.py
de17eba,Alex Rudnick,2013-04-18 15:38:59,update doctest to show that we can pickle a ConditionalFreqDist and remember how many times a sample happened
b76402d,Alex Rudnick,2013-04-18 15:21:29,"Fix ConditionalFreqDist pickling so that it remembers how many times a sample happened, not just that it happened.",nltk/probability.py
cecd7c0,Steven Bird,2013-04-17 17:42:43,Merge pull request #391 from onesandzeroes/master
bfd2e80,onesandzeroes,2013-04-18 10:16:21,Check that start is a Nonterminal in ContextFreeGrammar,nltk/grammar.py
242c5fa,Mikhail Korobov,2013-04-16 15:07:55,Merge pull request #389 from alexrudnick/fix_pickle_ConditionalFreqDist
0b2b02b,Mikhail Korobov,2013-04-17 04:07:20,Failing test for #389
8224327,Alex Rudnick,2013-04-16 17:56:59,add a __reduce__ method to ConditionalFreqDist so that it's pickle-able,nltk/probability.py
1bb1514,Mikhail Korobov,2013-04-10 20:38:04,Make DictionaryConditionalProbDist picklable. See #387,nltk/probability.py
bf9a859,Steven Bird,2013-04-09 03:37:45,Merge pull request #384 from kmike/Nr-cache-fix
35515f8,Steven Bird,2013-04-09 03:35:47,Merge pull request #382 from kmike/good-turing
079f48a,Mikhail Korobov,2013-04-09 16:17:44,fix SimpleGoodTuringProbDist._r_Nr for empty values,nltk/probability.py
11a8e2d,Mikhail Korobov,2013-04-09 16:14:16,much faster (and simpler) SimpleGoodTuringProbDist._r_Nr,nltk/probability.py
61d92d5,Mikhail Korobov,2013-04-09 03:54:17,More efficient FreqDist._Nr_cache,nltk/probability.py
9651e4d,Mikhail Korobov,2013-04-08 23:34:49,strip extra whitespaces in nltk.probability,nltk/probability.py
8d20dc8,Mikhail Korobov,2013-04-08 23:34:24,"use SimpleGoodTuring properly in doctests (it had low performance because of unuseful default ""bins"" value)"
1536c0f,Mikhail Korobov,2013-04-08 23:32:11,Remove references to GoodTuringProbDist,nltk/probability.py
a7f6cbf,Mikhail Korobov,2013-04-08 23:26:10,Remove GoodTuringProbDist (fix #381),nltk/probability.py
c57c6d9,Mikhail Korobov,2013-04-08 23:09:51,fix error message in LidstoneProbDist,nltk/probability.py
950715a,Steven Bird,2013-04-05 07:42:27,Merge pull request #377 from kmike/hmm-experiments
9640971,Mikhail Korobov,2013-03-30 09:24:35,Merge pull request #378 from knkumar/porter.py
b03f36e,knkumar,2013-03-30 13:07:12,porter.py changed check for double consonant from dictionary to list,nltk/stem/porter.py
5785d1a,Mikhail Korobov,2013-03-30 21:59:04,Restore printing entropy in HMM demos,nltk/tag/hmm.py
f18730f,Mikhail Korobov,2013-03-30 21:56:37,Remove mentions of nltk_speed for now,nltk/tag/hmm.py
1d5e7a4,Mikhail Korobov,2013-03-30 21:54:36,use logsumexp2,nltk/tag/hmm.py
e7b7858,Mikhail Korobov,2013-03-30 21:47:31,consistently use self._output_logprob,nltk/tag/hmm.py
252dc2e,Will Roberts,2013-03-30 14:14:06,tgrep.py: rewrite _treepositions_no_leaves to be faster,nltk/tgrep.py
b89d967,Will Roberts,2013-03-29 20:54:49,tgrep.py: break _treepositions_no_leaves out of tgrep_positions,nltk/tgrep.py
25f2a6d,Mikhail Korobov,2013-03-30 00:40:47,more vectorized calculations for Baum-Welch,nltk/tag/hmm.py
51592e0,Mikhail Korobov,2013-03-29 16:51:03,vectorize Baum-Welch step,nltk/tag/hmm.py
3dd8dd9,Mikhail Korobov,2013-03-29 07:37:34,vectorize _backward_probability,nltk/tag/hmm.py
1cc96e9,Mikhail Korobov,2013-03-29 07:36:31,show baseline in BW demo,nltk/tag/hmm.py
c66d94e,Mikhail Korobov,2013-03-29 07:36:00,hmm: update_outputs flag for train_unsupervised,nltk/tag/hmm.py
83ff796,Mikhail Korobov,2013-03-28 08:41:06,TMP: vectorize _forward_probability,nltk/tag/hmm.py
74cca76,Mikhail Korobov,2013-03-28 03:38:35,more consistent variable names,nltk/tag/hmm.py
888d27c,Mikhail Korobov,2013-03-28 03:04:55,Namespaces are one honking great idea,nltk/tag/hmm.py
7397aef,Mikhail Korobov,2013-03-28 08:37:27,fix HiddenMarkovModelTagger.tag broken in 2b2067709862e9acf0dca626a3e4f342adcca189,nltk/tag/hmm.py
5602682,Steven Bird,2013-03-27 15:00:10,Merge pull request #375 from tylerhartley/master
a3e492b,Steven Bird,2013-03-27 14:34:07,Merge pull request #376 from kmike/hmm-simpler-transform
2b20677,Mikhail Korobov,2013-03-28 02:41:52,kill HiddenMarkovModelTaggerTransformI (see #374),nltk/tag/api.py
2b20677,Mikhail Korobov,2013-03-28 02:41:52,kill HiddenMarkovModelTaggerTransformI (see #374),nltk/tag/hmm.py
b191e66,Mikhail Korobov,2013-03-27 22:00:23,tabs are converted to spaces in hmm.py,nltk/tag/hmm.py
9d77621,tylerhartley,2013-03-26 15:24:15,PEP 8 class method args,nltk/probability.py
66db9d9,tylerhartley,2013-03-26 15:05:05,unirand now classmethod as suggested by @kmike,nltk/probability.py
7e9dfdd,tylerhartley,2013-03-26 14:37:08,removed all references to self._sampleset in RandomProbDist,nltk/probability.py
5da3dc5,tylerhartley,2013-03-26 14:26:18,"arrrgh, accidentally removed sampleset from UniformProbDist",nltk/probability.py
81115f0,tylerhartley,2013-03-26 14:23:31,"made changes suggested by @kmike, removed sum class method, self._sampleset",nltk/probability.py
34e0aa7,tylerhartley,2013-03-26 13:49:38,"all prob matrices (_priors, _transitions, _outputs) are randomly init. Tested, should fix #373",nltk/tag/hmm.py
14678f3,tylerhartley,2013-03-26 13:40:27,"Created RandomProbDist class to handle creation of a uniform random distribution for initial guesses. In order to comply with existing code structure, especially in MutableProbDist class, the self._probs variable in RandomProbDist is necessarily a dictionary of random values. Numpy was not previously imported in probability.py, so used random module instead. Should tackle most of #373",nltk/probability.py
14678f3,tylerhartley,2013-03-26 13:40:27,"Created RandomProbDist class to handle creation of a uniform random distribution for initial guesses. In order to comply with existing code structure, especially in MutableProbDist class, the self._probs variable in RandomProbDist is necessarily a dictionary of random values. Numpy was not previously imported in probability.py, so used random module instead. Should tackle most of #373",nltk/tag/hmm.py
3f0c8c9,Steven Bird,2013-03-24 23:32:54,Merge pull request #371 from kmike/hmm
d75ee4f,Will Roberts,2013-03-21 12:30:33,add N(treeposition) syntax for node selection,nltk/test/unit/test_tgrep.py
d75ee4f,Will Roberts,2013-03-21 12:30:33,add N(treeposition) syntax for node selection,nltk/tgrep.py
01d6666,Will Roberts,2013-03-20 17:47:49,allow excluding leaves from tgrep searches,nltk/tgrep.py
7061b9d,Mikhail Korobov,2013-03-20 21:03:39,kill hmm._NINF (thanks @larsmans for a suggestion),nltk/tag/hmm.py
777990d,Mikhail Korobov,2013-03-20 20:54:00,use enumerate (suggested by @larsmans),nltk/tag/hmm.py
7e1218c,Mikhail Korobov,2013-03-20 20:44:59,"Even if 'model' is not passed, we should use states and symbols from newly created model (because they may be different).",nltk/tag/hmm.py
378ca65,Steven Bird,2013-03-20 07:08:35,Merge pull request #364 from ExplodingCabbage/master
9faa296,Mikhail Korobov,2013-03-20 18:42:08,HiddenMarkovModelTrainer.train_unsupervised must use the same states and symbols as model.,nltk/tag/hmm.py
ff53836,Mikhail Korobov,2013-03-20 18:09:21,"HiddenMarkovModelTagger.best_path uses a cache - it must be reset if transitions, priors or outputs are updated",nltk/tag/hmm.py
8abeceb,Mikhail Korobov,2013-03-20 17:50:46,small demo improvements; make HiddenMarkovModelTagger.test use standard map/itertools.chain instead of LazyMap & friends,nltk/tag/hmm.py
54e1907,Mikhail Korobov,2013-03-20 07:03:17,fix Baum-Welch probability calculations for multiple observation sequences,nltk/tag/hmm.py
9e595d5,Mikhail Korobov,2013-03-20 07:00:08,simplify creation of _NINF arrays in nltk.tag.hmm,nltk/tag/hmm.py
42f2ccb,Mikhail Korobov,2013-03-19 22:53:42,TST: more tests for HiddenMarkovModelTagger,nltk/test/unit/test_hmm.py
4840315,Mikhail Korobov,2013-03-19 20:38:42,cleanup HMM demo functions; tests for HiddenMarkovModelTagger._forward_probability,nltk/tag/hmm.py
4840315,Mikhail Korobov,2013-03-19 20:38:42,cleanup HMM demo functions; tests for HiddenMarkovModelTagger._forward_probability,nltk/test/unit/test_hmm.py
af7dff2,Mikhail Korobov,2013-03-19 05:27:51,HMM: avoid O(N) lookups. This makes HiddenMarkovModelTrainer.train_supervised 30x+ times faster.,nltk/tag/hmm.py
935fd51,Alex Rudnick,2013-03-18 13:44:36,Merge pull request #369 from kmike/more-tkinter-fixes
11a4f50,Will Roberts,2013-03-18 02:31:15,checkin README.org,nltk/test/unit/test_tgrep.py
9441ece,Will Roberts,2013-03-18 02:30:59,implement _unique_ancestors and _unique_descendants,nltk/test/unit/test_tgrep.py
9441ece,Will Roberts,2013-03-18 02:30:59,implement _unique_ancestors and _unique_descendants,nltk/tgrep.py
bbc4c89,Will Roberts,2013-03-18 02:00:28,unittests.py: add Basic Examples from the tgrep2 manual,nltk/test/unit/test_tgrep.py
e3ce7b4,Will Roberts,2013-03-18 01:59:46,tgrep.py: implement square-bracketed expressions,nltk/tgrep.py
195dd00,Will Roberts,2013-03-18 01:50:54,unittests.py: docstring for test_rel_precedence,nltk/test/unit/test_tgrep.py
f3a9986,Will Roberts,2013-03-18 01:40:43,tgrep unittests: some tests for precedence operators,nltk/test/unit/test_tgrep.py
eb87380,Will Roberts,2013-03-18 01:39:24,tgrep unittests: pylint cleanups,nltk/test/unit/test_tgrep.py
8153eb6,Will Roberts,2013-03-18 01:38:52,tgrep unittests: test node label disjunction,nltk/test/unit/test_tgrep.py
c73784d,Will Roberts,2013-03-18 01:38:33,tgrep unittests: add comment from tgrep manual,nltk/test/unit/test_tgrep.py
bc5ea37,Will Roberts,2013-03-18 01:37:54,tgrep.py: add MIT license,nltk/tgrep.py
2ab7e7e,Will Roberts,2013-03-18 01:37:41,"tgrep.py: bugfix to tgrep_compile, set parseAll to True",nltk/tgrep.py
c25cc2b,Will Roberts,2013-03-18 01:37:20,tgrep.py: bugfix to duck-type testing in precedence operators,nltk/tgrep.py
dd86fa5,Will Roberts,2013-03-18 01:36:30,tgrep.py: add my email address,nltk/tgrep.py
5adc2bd,Will Roberts,2013-03-18 00:47:07,tgrep.py: method comments and pylint cleanup,nltk/tgrep.py
5fef1dd,Will Roberts,2013-03-18 00:44:28,tgrep.py: _tgrep_relation_action evaluates before and after ops,nltk/tgrep.py
bf34dfb,Will Roberts,2013-03-18 00:43:57,tgrep.py: pylint cleanups,nltk/tgrep.py
a83db33,Will Roberts,2013-03-18 00:38:37,tgrep.py: implement _before and _after,nltk/tgrep.py
e9b02e7,Will Roberts,2013-03-18 00:38:11,tgrep.py: simpler _immediately_before and _immediately_after,nltk/tgrep.py
2d548a2,Will Roberts,2013-03-18 00:00:43,tgrep.py: implement _immediately_before and _immediately_after,nltk/tgrep.py
c6ff635,Will Roberts,2013-03-17 19:05:14,tgrep unittests: tests for node regex and some operators,nltk/test/unit/test_tgrep.py
ecfeff8,Will Roberts,2013-03-17 19:03:38,tgrep unittests: rename some functions,nltk/test/unit/test_tgrep.py
08dc39c,Will Roberts,2013-03-17 19:02:57,tgrep.py: implement <-N and >-N operators,nltk/tgrep.py
4c571ae,Will Roberts,2013-03-17 19:02:40,tgrep.py: bugfix to <N and >N operators (off-by-one error),nltk/tgrep.py
8573928,Will Roberts,2013-03-17 19:02:00,"tgrep.py: $. and $, were switched around",nltk/tgrep.py
04adae8,Will Roberts,2013-03-17 19:01:39,tgrep.py: fix capturing variables with lambda functions,nltk/tgrep.py
9801e3a,Will Roberts,2013-03-17 19:00:43,tgrep.py: strip initial apostrophe from node predicates,nltk/tgrep.py
3bc3254,Will Roberts,2013-03-17 15:37:54,tgrep.py: implement disjunctive node labels,nltk/tgrep.py
fa449af,Mikhail Korobov,2013-03-17 14:21:06,PY3: pickling of FreqDist is fixed (thanks @jgraef),nltk/probability.py
52cacec,Mikhail Korobov,2013-03-17 13:37:36,PY3: fix nltk.classify.utils.names_demo (thanks Janosch Gräf for the report and a patch),nltk/classify/util.py
c0b92d1,Will Roberts,2013-03-17 03:38:12,tgrep unittests: add test case for simple testing of tgrep search,nltk/test/unit/test_tgrep.py
56f577c,Will Roberts,2013-03-17 03:37:45,tgrep.py: add tgrep_positions and tgrep_nodes functions,nltk/tgrep.py
4890029,Will Roberts,2013-03-17 03:37:21,tgrep.py: remove debugging commenting,nltk/tgrep.py
c103c95,Will Roberts,2013-03-17 03:28:20,update tgrep unittests to work with new pyparsing code,nltk/test/unit/test_tgrep.py
6a7a72e,Will Roberts,2013-03-17 03:27:53,rewrite tgrep.py to use pyparsing (untested),nltk/tgrep.py
cd00460,Will Roberts,2013-03-17 03:19:35,unit testing for tgrep search string (unfinished),nltk/test/unit/test_tgrep.py
a336a6e,Will Roberts,2013-03-17 02:29:18,working on adapting TGrep implementation from Masters to NLTK (not yet working),nltk/tgrep.py
fe3775f,Mikhail Korobov,2013-03-17 03:44:05,"Demo functions for Baum Welch are fixed. See GH-69, GH-100.",nltk/tag/hmm.py
eb2b9fd,Alex Rudnick,2013-03-15 19:51:51,Merge pull request #370 from kmike/megam-is-moved
314c9cf,Mikhail Korobov,2013-03-16 04:00:00,up-to-date urls for megam,nltk/classify/maxent.py
314c9cf,Mikhail Korobov,2013-03-16 04:00:00,up-to-date urls for megam,nltk/classify/megam.py
3c75667,Mikhail Korobov,2013-03-16 03:48:44,More tkinter-related fixes:,nltk/__init__.py
3c75667,Mikhail Korobov,2013-03-16 03:48:44,More tkinter-related fixes:,nltk/downloader.py
3c75667,Mikhail Korobov,2013-03-16 03:48:44,More tkinter-related fixes:,nltk/sem/drt.py
3c75667,Mikhail Korobov,2013-03-16 03:48:44,More tkinter-related fixes:,nltk/sem/drt_glue_demo.py
1f62165,Mark Amery,2013-03-02 19:35:44,added special case to porter stemmer that avoids exceptions being thrown for a handful of perverse non-words,nltk/stem/porter.py
1ac87d4,Mark Amery,2013-03-02 15:40:02,fixes to earlier porter stemmer refactor,nltk/stem/porter.py
450eec3,Mark Amery,2013-03-02 15:31:32,"Revert ""reverted changes to porter stemmer, because they inadvertently introduced different behaviour of the stemmer""",nltk/stem/porter.py
de62167,Steven Bird,2013-03-02 06:33:57,Merge pull request #363 from jnothman/patch-3
1282931,jnothman,2013-03-03 01:26:32,Clarify comment (issue #362),nltk/tokenize/punkt.py
5b77e92,Steven Bird,2013-03-01 09:51:57,Update README.md
9720738,Alex Rudnick,2013-02-28 14:28:41,Merge pull request #360 from alexrudnick/fix_stanford_unicode
78b7a98,Alex Rudnick,2013-02-28 17:25:20,make encoding more explicit (and not default to None),nltk/tag/stanford.py
fa41e74,Steven Bird,2013-02-28 11:35:09,Merge pull request #361 from hleeldc/test2
1df0de9,Alex Rudnick,2013-02-28 14:28:47,simplifications suggested by @heatherleaf,nltk/tag/stanford.py
76d0d9d,Haejoong Lee,2013-02-28 12:36:09,fixed issues with coverage and pylint results
5f37144,Alex Rudnick,2013-02-28 00:34:16,"Fix interface to the Stanford tagger: in both Python 2 and 3 cases, make sure we're writing the temporary file in the appropriate encoding, then likewise decoding the tagger output.",nltk/tag/stanford.py
a6f948a,Steven Bird,2013-02-27 18:07:05,Merge pull request #358 from BrucePHill/master
91769ee,BrucePHill,2013-02-27 19:26:13,Update nltk/internals.py,nltk/internals.py
fdca175,BrucePHill,2013-02-27 19:23:41,Update nltk/downloader.py,nltk/downloader.py
88e743b,Steven Bird,2013-02-27 14:49:17,Merge pull request #357 from alexrudnick/megam_unicode_no_gzip
1005dc5,Alex Rudnick,2013-02-27 16:17:20,use the default text encoding instead of gzip for interacting with megam; also don't compress the training file since megam is just going to decompress it in a moment anyway,nltk/classify/maxent.py
1005dc5,Alex Rudnick,2013-02-27 16:17:20,use the default text encoding instead of gzip for interacting with megam; also don't compress the training file since megam is just going to decompress it in a moment anyway,nltk/classify/megam.py
9dd4425,Haejoong Lee,2013-02-20 09:38:14,added files and fixed tox.ini for jenkins setup,pip-install.py
0e4a5f9,Steven Bird,2013-02-26 03:50:01,Merge pull request #356 from yanlend/patch-1
685f19d,yanlend,2013-02-26 11:13:32,Update nltk/tag/sequential.py,nltk/tag/sequential.py
0afcfe0,Steven Bird,2013-02-22 22:38:11,"test for empty DictionaryProbDist before normalization, to prevent dividy-by-zero error; resolves issue 309",nltk/probability.py
7a536fb,Steven Bird,2013-02-17 22:46:03,Merge branch 'master' of https://github.com/nltk/nltk
49dc5ff,Steven Bird,2013-02-17 22:44:49,reformatting reformatting to avoid lines longer than 80 chars cleanups on inline documentation,nltk/probability.py
b5e1b58,Steven Bird,2013-02-17 22:09:09,Merge branch 'master' of https://github.com/Copper-Head/nltk
3ff3764,Steven Bird,2013-02-13 22:45:39,update windowdiff tests
1c78246,Steven Bird,2013-02-13 22:44:52,updated print function
1d8f168,Steven Bird,2013-02-13 22:06:33,updated for 3.0a1
16e4867,Ilia Kurenkov,2013-02-11 00:16:44,"fixed KN class docstring, inline comments, authors",nltk/probability.py
2adb08c,Steven Bird,2013-02-11 14:21:14,"reverted changes to porter stemmer, because they inadvertently introduced different behaviour of the stemmer",nltk/stem/porter.py
2e51dae,Steven Bird,2013-02-11 14:10:36,removed module-internal tests for Porter stemmer
cc38847,Steven Bird,2013-02-11 13:24:46,adopted efficiency improvements from https://github.com/nltk/nltk/pull/303
7b87346,Steven Bird,2013-02-11 12:05:31,tweaks for python 3 compatibility,nltk/app/chartparser_app.py
7b87346,Steven Bird,2013-02-11 12:05:31,tweaks for python 3 compatibility,nltk/app/wordnet_app.py
160070f,Steven Bird,2013-02-07 13:48:44,Merge pull request #353 from DavidDoukhan/master
4aa1bd8,Ilia Kurenkov,2013-02-07 14:27:41,made print statement in probability:1787 python 3.x compatible,nltk/probability.py
e498e28,Ilia Kurenkov,2013-02-07 14:25:25,fixed issues in probability.doctest to make it runnable
ca4c874,David Doukhan,2013-02-07 16:22:16,better tests,nltk/metrics/segmentation.py
f9a895d,David Doukhan,2013-02-07 15:57:18,Correction of the Pk metric,nltk/metrics/segmentation.py
e9779df,Steven Bird,2013-02-07 22:13:27,updated tests for the length-normalized unweighted version of windowdiff
