subject,tag,file,lineno,MLOC,experience-based,statistics-based,manual analysis
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\magics\namespace.py,347,65,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\magics\osm.py,247,68,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\magics\script.py,160,58,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_history.py,27,82,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\extensions\rmagic.py,369,101,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\extensions\storemagic.py,89,74,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\extensions\tests\test_autoreload.py,134,56,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\lib\tests\test_lexers.py,17,89,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\sphinxext\ipython_directive.py,392,72,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\terminal\interactiveshell.py,418,66,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\testing\iptestcontroller.py,325,76,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\signatures.py,68,59,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\signatures.py,646,69,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\_process_win32_controller.py,233,63,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\_tokenize_py2.py,279,121,1,1,1
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\_tokenize_py3.py,418,127,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\runtests.py,64,95,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\_import_tools.py,131,62,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\arrayprint.py,234,76,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\defchararray.py,2476,56,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\machar.py,113,174,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\memmap.py,203,58,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\numeric.py,1458,62,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\setup.py,256,62,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\setup.py,383,203,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\setup.py,408,71,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\_internal.py,361,105,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\code_generators\generate_numpy_api.py,181,58,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\code_generators\generate_umath.py,874,62,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_api.py,14,106,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_api.py,181,73,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_datetime.py,290,67,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_datetime.py,1134,59,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_datetime.py,1225,88,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_datetime.py,1535,129,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_einsum.py,76,93,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_einsum.py,214,173,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_indexing.py,628,130,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_multiarray.py,895,131,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_multiarray.py,1122,101,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_multiarray.py,1267,70,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_multiarray.py,1388,63,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_multiarray.py,1514,169,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_multiarray.py,1977,71,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_nditer.py,506,56,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_nditer.py,1669,93,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_nditer.py,1797,118,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numeric.py,762,56,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_regression.py,870,63,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_regression.py,1074,59,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_ufunc.py,56,57,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_ufunc.py,963,101,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_umath.py,1283,78,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_umath_complex.py,140,91,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\exec_command.py,330,85,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\misc_util.py,1019,56,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\system_info.py,302,62,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\system_info.py,1074,69,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\system_info.py,1489,71,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\system_info.py,1591,59,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\system_info.py,2112,58,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\command\build_clib.py,135,99,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\command\build_ext.py,63,120,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\command\build_ext.py,250,114,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\command\build_src.py,496,113,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\command\build_src.py,634,92,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\distutils\fcompiler\__init__.py,441,58,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\capi_maps.py,345,56,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\capi_maps.py,452,79,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\capi_maps.py,551,61,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\capi_maps.py,674,59,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\cb_rules.py,415,104,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\cfuncs.py,1130,56,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\common_rules.py,56,73,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\crackfortran.py,308,158,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\crackfortran.py,547,119,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\crackfortran.py,766,418,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\crackfortran.py,1286,118,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\crackfortran.py,1590,77,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\crackfortran.py,1851,93,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\crackfortran.py,2110,292,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\crackfortran.py,2548,66,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\crackfortran.py,2658,105,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\diagnose.py,12,126,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\f2py2e.py,175,92,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\f2py2e.py,409,140,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\f90mod_rules.py,85,146,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\func2subr.py,78,82,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\func2subr.py,181,59,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\rules.py,1160,148,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\rules.py,1328,101,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,183,59,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\arraypad.py,1117,134,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\function_base.py,78,59,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\function_base.py,242,91,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\function_base.py,885,74,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\function_base.py,1832,69,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\function_base.py,3193,64,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\function_base.py,3556,109,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\function_base.py,3754,90,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\index_tricks.py,251,81,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\npyio.py,728,90,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\npyio.py,1013,63,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\npyio.py,1303,315,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\recfunctions.py,329,60,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\recfunctions.py,823,82,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\utils.py,439,115,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\utils.py,829,96,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\linalg.py,614,69,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\linalg.py,1770,69,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\linalg.py,1961,90,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\core.py,2642,67,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\extras.py,326,73,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\extras.py,469,80,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_extras.py,352,91,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_extras.py,516,61,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_old_ma.py,314,97,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\polynomial\tests\test_chebyshev.py,211,60,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\polynomial\tests\test_hermite.py,199,60,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\polynomial\tests\test_hermite_e.py,199,60,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\polynomial\tests\test_laguerre.py,196,60,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\polynomial\tests\test_legendre.py,200,60,1,1,1
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\testing\utils.py,223,58,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\data.py,699,74,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\downloader.py,1256,65,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,1445,57,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,2364,60,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\internals.py,413,79,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\internals.py,548,78,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,371,127,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,759,77,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,108,80,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,307,103,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,450,62,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,49,75,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,79,73,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,449,62,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,636,103,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,362,63,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\childes.py,261,87,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\ipipan.py,238,65,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\wordnet.py,1275,78,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\wordnet.py,1890,63,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\xmldocs.py,285,64,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\nonmonotonic.py,316,56,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\chart.py,1573,79,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\nonprojectivedependencyparser.py,437,80,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\nonprojectivedependencyparser.py,606,83,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\pchart.py,392,71,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\transitionparser.py,74,82,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,632,147,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\glue.py,124,71,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\skolemize.py,14,64,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\isri.py,53,77,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\porter.py,343,69,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\porter.py,470,66,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,424,103,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,672,252,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,1100,160,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,1366,187,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,1702,71,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,1897,100,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,2149,120,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,2473,98,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,2703,117,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,2995,136,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,3387,111,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tag\hmm.py,901,62,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tbl\demo.py,123,64,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\test\unit\test_tgrep.py,45,74,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\boilerplate.py,90,155,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\doc\sphinxext\gen_gallery.py,63,63,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\doc\sphinxext\gen_rst.py,29,72,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\doc\users\plotting\colormaps\colorconv.py,443,90,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\pylab_examples\arrow_demo.py,27,89,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\tests\backend_driver.py,366,57,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axis.py,941,60,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backend_bases.py,411,58,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backend_bases.py,2071,72,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backend_bases.py,2444,65,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backend_bases.py,3015,96,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backend_tools.py,743,92,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\cbook.py,1941,60,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\colorbar.py,603,62,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\colorbar.py,1016,62,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\contour.py,60,61,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\contour.py,778,103,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\dviread.py,175,65,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\font_manager.py,1216,59,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\image.py,149,60,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\legend.py,149,94,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\legend.py,582,56,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,410,59,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\lines.py,76,58,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\lines.py,249,72,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\lines.py,687,92,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mathtext.py,2121,152,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mathtext.py,2626,113,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mlab.py,654,92,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mlab.py,1387,59,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mlab.py,2497,62,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mlab.py,2697,90,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\patches.py,2270,57,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\patches.py,4377,74,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\pyplot.py,1017,62,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\sankey.py,382,273,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\spines.py,285,58,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\streamplot.py,22,85,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\text.py,319,93,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\text.py,1703,70,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\text.py,2099,63,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\textpath.py,291,72,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tight_layout.py,37,89,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,1062,83,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,1813,162,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,2368,79,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,2587,165,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,3183,121,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,3567,75,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,3774,226,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,4828,91,1,1,1
